Date,Average,1 Year,2 Year,3 Year,5 Year
16-11-2000,8.107,5.72,5.735,5.751,6.825
20-11-2000,8.071,5.706,5.721,5.735,6.818
23-11-2000,8.036,5.692,5.706,5.72,6.81
26-11-2000,8,5.678,5.691,5.704,6.802
30-11-2000,8,5.665,5.676,5.688,6.794
02-12-2000,8,5.651,5.662,5.673,6.786
04-12-2000,8,5.637,5.647,5.657,6.778
06-12-2000,8,5.624,5.632,5.641,6.771
08-12-2000,8,5.61,5.618,5.625,6.763
11-12-2000,8,5.596,5.603,5.61,6.755
13-12-2000,8,5.582,5.588,5.594,6.747
15-12-2000,8,5.569,5.574,5.578,6.739
17-12-2000,8,5.555,5.559,5.563,6.731
20-12-2000,8,5.541,5.544,5.547,6.724
24-12-2000,8,5.527,5.529,5.531,6.716
29-12-2000,8,5.514,5.515,5.516,6.708
02-01-2001,8,5.5,5.5,5.5,6.7
07-01-2001,8,5.5,5.5,5.5,6.7
11-01-2001,8,5.5,5.5,5.5,6.7
16-01-2001,8,5.5,5.5,5.5,6.7
20-01-2001,8,5.5,5.5,5.5,6.7
25-01-2001,8,5.5,5.5,5.5,6.7
30-01-2001,8,5.5,5.5,5.5,6.7
01-02-2001,8,5.5,5.5,5.5,6.7
03-02-2001,7.929,5.5,5.5,5.5,6.7
05-02-2001,7.857,5.5,5.5,5.5,6.7
07-02-2001,7.786,5.5,5.5,5.5,6.7
10-02-2001,7.714,5.5,5.5,5.5,6.7
12-02-2001,7.643,5.5,5.5,5.5,6.7
14-02-2001,7.571,5.5,5.5,5.5,6.7
16-02-2001,7.5,5.5,5.5,5.5,6.7
19-02-2001,7.5,5.5,5.5,5.5,6.7
21-02-2001,7.5,5.5,5.5,5.5,6.7
23-02-2001,7.429,5.5,5.5,5.5,6.7
25-02-2001,7.357,5.5,5.5,5.5,6.7
27-02-2001,7.286,5.5,5.5,5.5,6.7
01-03-2001,7.214,5.5,5.5,5.5,6.7
03-03-2001,7.143,5.5,5.5,5.5,6.7
05-03-2001,7.071,5.5,5.5,5.5,6.7
07-03-2001,7,5.5,5.5,5.5,6.7
09-03-2001,7,5.5,5.5,5.5,6.7
14-03-2001,7,5.5,5.5,5.5,6.7
19-03-2001,6.964,5.5,5.5,5.5,6.7
24-03-2001,6.929,5.5,5.5,5.5,6.7
29-03-2001,6.893,5.5,5.5,5.5,6.7
03-04-2001,6.857,5.5,5.5,5.5,6.7
08-04-2001,6.821,5.5,5.5,5.5,6.7
13-04-2001,6.786,5.5,5.5,5.5,6.7
18-04-2001,6.75,5.5,5.5,5.5,6.7
23-04-2001,6.75,5.5,5.5,5.5,6.7
25-04-2001,6.75,5.5,5.5,5.5,6.7
27-04-2001,6.75,5.5,5.5,5.5,6.7
29-04-2001,6.75,5.5,5.5,5.5,6.7
01-05-2001,6.75,5.5,5.5,5.5,6.7
03-05-2001,6.75,5.5,5.5,5.5,6.7
05-05-2001,6.75,5.5,5.5,5.5,6.7
07-05-2001,6.75,5.5,5.5,5.5,6.7
09-05-2001,6.75,5.5,5.5,5.5,6.7
12-05-2001,6.75,5.5,5.5,5.5,6.7
14-05-2001,6.75,5.5,5.5,5.5,6.7
16-05-2001,6.714,5.5,5.5,5.5,6.7
19-05-2001,6.679,5.5,5.5,5.5,6.7
21-05-2001,6.643,5.5,5.5,5.5,6.7
23-05-2001,6.607,5.5,5.5,5.5,6.7
26-05-2001,6.571,5.5,5.5,5.5,6.7
28-05-2001,6.536,5.5,5.5,5.5,6.7
30-05-2001,6.5,5.5,5.5,5.5,6.7
02-06-2001,6.5,5.5,5.5,5.5,6.7
07-06-2001,6.5,5.5,5.5,5.5,6.7
13-06-2001,6.5,5.5,5.5,5.5,6.7
19-06-2001,6.5,5.5,5.5,5.5,6.7
24-06-2001,6.5,5.5,5.5,5.5,6.7
30-06-2001,6.5,5.5,5.5,5.5,6.7
06-07-2001,6.5,5.5,5.5,5.5,6.7
11-07-2001,6.5,5.5,5.5,5.5,6.7
17-07-2001,6.5,5.5,5.5,5.5,6.7
23-07-2001,6.5,5.5,5.5,5.5,6.7
25-07-2001,6.5,5.5,5.5,5.5,6.7
27-07-2001,6.5,5.5,5.5,5.5,6.7
29-07-2001,6.5,5.5,5.5,5.5,6.7
31-07-2001,6.5,5.5,5.5,5.5,6.7
03-08-2001,6.5,5.5,5.5,5.5,6.7
05-08-2001,6.5,5.5,5.5,5.5,6.7
07-08-2001,6.5,5.5,5.5,5.5,6.7
09-08-2001,6.5,5.5,5.5,5.5,6.7
12-08-2001,6.5,5.5,5.5,5.5,6.7
15-08-2001,6.5,5.5,5.5,5.5,6.7
18-08-2001,6.5,5.5,5.5,5.5,6.7
22-08-2001,6.5,5.5,5.5,5.5,6.7
25-08-2001,6.5,5.5,5.5,5.5,6.7
29-08-2001,6.5,5.5,5.5,5.5,6.7
01-09-2001,6.5,5.5,5.5,5.5,6.7
05-09-2001,6.5,5.5,5.5,5.5,6.7
08-09-2001,6.5,5.5,5.5,5.5,6.7
12-09-2001,6.5,5.5,5.5,5.5,6.7
17-09-2001,6.5,5.5,5.5,5.5,6.7
22-09-2001,6.5,5.5,5.5,5.5,6.7
28-09-2001,6.5,5.5,5.5,5.5,6.7
03-10-2001,6.5,5.5,5.5,5.5,6.7
09-10-2001,6.5,5.5,5.5,5.5,6.7
14-10-2001,6.5,5.5,5.5,5.5,6.7
20-10-2001,6.5,5.5,5.5,5.5,6.7
25-10-2001,6.5,5.5,5.5,5.5,6.7
31-10-2001,6.5,5.5,5.5,5.5,6.7
03-11-2001,6.5,5.5,5.5,5.5,6.7
06-11-2001,6.5,5.5,5.5,5.5,6.7
10-11-2001,6.5,5.5,5.5,5.5,6.7
13-11-2001,6.5,5.5,5.5,5.5,6.7
16-11-2001,6.5,5.5,5.5,5.5,6.7
20-11-2001,6.5,5.5,5.5,5.5,6.7
23-11-2001,6.5,5.5,5.5,5.5,6.7
26-11-2001,6.5,5.5,5.5,5.5,6.7
30-11-2001,6.5,5.5,5.5,5.5,6.7
02-12-2001,6.5,5.5,5.5,5.5,6.7
04-12-2001,6.5,5.5,5.5,5.5,6.7
06-12-2001,6.5,5.5,5.5,5.5,6.7
08-12-2001,6.5,5.5,5.5,5.5,6.7
11-12-2001,6.5,5.5,5.5,5.5,6.7
13-12-2001,6.5,5.5,5.5,5.5,6.7
15-12-2001,6.5,5.5,5.5,5.5,6.7
17-12-2001,6.5,5.5,5.5,5.5,6.7
20-12-2001,6.5,5.5,5.5,5.5,6.7
24-12-2001,6.5,5.5,5.5,5.5,6.7
29-12-2001,6.5,5.5,5.5,5.5,6.7
02-01-2002,6.5,5.5,5.5,5.5,6.7
07-01-2002,6.5,5.503,5.503,5.504,6.701
11-01-2002,6.5,5.505,5.507,5.508,6.701
16-01-2002,6.5,5.508,5.51,5.512,6.702
20-01-2002,6.5,5.51,5.514,5.516,6.703
25-01-2002,6.5,5.513,5.517,5.52,6.703
30-01-2002,6.5,5.515,5.521,5.524,6.704
01-02-2002,6.5,5.518,5.524,5.528,6.705
03-02-2002,6.5,5.52,5.528,5.531,6.706
05-02-2002,6.5,5.523,5.531,5.535,6.706
07-02-2002,6.5,5.525,5.535,5.539,6.707
10-02-2002,6.5,5.528,5.538,5.543,6.708
12-02-2002,6.5,5.531,5.542,5.547,6.708
14-02-2002,6.5,5.533,5.545,5.551,6.709
16-02-2002,6.5,5.536,5.549,5.555,6.71
19-02-2002,6.5,5.538,5.552,5.559,6.71
21-02-2002,6.5,5.541,5.556,5.563,6.711
23-02-2002,6.429,5.543,5.559,5.567,6.712
25-02-2002,6.357,5.546,5.562,5.571,6.712
27-02-2002,6.286,5.548,5.566,5.575,6.713
01-03-2002,6.214,5.551,5.569,5.579,6.714
03-03-2002,6.143,5.553,5.573,5.583,6.715
05-03-2002,6.071,5.556,5.576,5.587,6.715
07-03-2002,6,5.559,5.58,5.591,6.716
09-03-2002,6,5.561,5.583,5.594,6.717
14-03-2002,6,5.564,5.587,5.598,6.717
19-03-2002,6,5.566,5.59,5.602,6.718
24-03-2002,6,5.569,5.594,5.606,6.719
29-03-2002,6,5.571,5.597,5.61,6.719
03-04-2002,6,5.574,5.601,5.614,6.72
08-04-2002,6,5.576,5.604,5.618,6.721
13-04-2002,6,5.579,5.608,5.622,6.722
18-04-2002,6,5.581,5.611,5.626,6.722
23-04-2002,6,5.584,5.615,5.63,6.723
25-04-2002,6,5.587,5.618,5.634,6.724
27-04-2002,6,5.589,5.622,5.638,6.724
29-04-2002,6,5.592,5.625,5.642,6.725
01-05-2002,6,5.594,5.628,5.646,6.726
03-05-2002,6,5.597,5.632,5.65,6.726
05-05-2002,6,5.599,5.635,5.653,6.727
07-05-2002,6,5.602,5.639,5.657,6.728
09-05-2002,6,5.604,5.642,5.661,6.728
12-05-2002,6,5.607,5.646,5.665,6.729
14-05-2002,6,5.609,5.649,5.669,6.73
16-05-2002,5.964,5.612,5.653,5.673,6.731
19-05-2002,5.929,5.615,5.656,5.677,6.731
21-05-2002,5.893,5.617,5.66,5.681,6.732
23-05-2002,5.857,5.62,5.663,5.685,6.733
26-05-2002,5.821,5.622,5.667,5.689,6.733
28-05-2002,5.786,5.625,5.67,5.693,6.734
30-05-2002,5.75,5.627,5.674,5.697,6.735
02-06-2002,5.75,5.63,5.677,5.701,6.735
07-06-2002,5.75,5.632,5.681,5.705,6.736
13-06-2002,5.75,5.635,5.684,5.709,6.737
19-06-2002,5.75,5.638,5.688,5.712,6.738
24-06-2002,5.75,5.64,5.691,5.716,6.738
30-06-2002,5.75,5.643,5.694,5.72,6.739
06-07-2002,5.75,5.645,5.698,5.724,6.74
11-07-2002,5.75,5.648,5.701,5.728,6.74
17-07-2002,5.75,5.65,5.705,5.732,6.741
23-07-2002,5.75,5.653,5.708,5.736,6.742
25-07-2002,5.75,5.655,5.712,5.74,6.742
27-07-2002,5.75,5.658,5.715,5.744,6.743
29-07-2002,5.75,5.66,5.719,5.748,6.744
31-07-2002,5.75,5.663,5.722,5.752,6.744
03-08-2002,5.75,5.666,5.726,5.756,6.745
05-08-2002,5.75,5.668,5.729,5.76,6.746
07-08-2002,5.75,5.671,5.733,5.764,6.747
09-08-2002,5.75,5.673,5.736,5.768,6.747
12-08-2002,5.75,5.676,5.74,5.772,6.748
15-08-2002,5.75,5.678,5.743,5.775,6.749
18-08-2002,5.75,5.681,5.747,5.779,6.749
22-08-2002,5.75,5.683,5.75,5.783,6.75
25-08-2002,5.75,5.686,5.753,5.787,6.751
29-08-2002,5.75,5.688,5.757,5.791,6.751
01-09-2002,5.75,5.691,5.76,5.795,6.752
05-09-2002,5.75,5.694,5.764,5.799,6.753
08-09-2002,5.75,5.696,5.767,5.803,6.753
12-09-2002,5.75,5.699,5.771,5.807,6.754
17-09-2002,5.75,5.701,5.774,5.811,6.755
22-09-2002,5.75,5.704,5.778,5.815,6.756
28-09-2002,5.75,5.706,5.781,5.819,6.756
03-10-2002,5.75,5.709,5.785,5.823,6.757
09-10-2002,5.75,5.711,5.788,5.827,6.758
14-10-2002,5.75,5.714,5.792,5.831,6.758
20-10-2002,5.75,5.716,5.795,5.834,6.759
25-10-2002,5.75,5.719,5.799,5.838,6.76
31-10-2002,5.75,5.722,5.802,5.842,6.76
03-11-2002,5.75,5.724,5.806,5.846,6.761
06-11-2002,5.714,5.727,5.809,5.85,6.762
10-11-2002,5.679,5.729,5.812,5.854,6.762
13-11-2002,5.643,5.732,5.816,5.858,6.763
16-11-2002,5.607,5.734,5.819,5.862,6.764
20-11-2002,5.571,5.737,5.823,5.866,6.765
23-11-2002,5.536,5.739,5.826,5.87,6.765
26-11-2002,5.5,5.742,5.83,5.874,6.766
30-11-2002,5.5,5.744,5.833,5.878,6.767
02-12-2002,5.5,5.747,5.837,5.882,6.767
04-12-2002,5.5,5.75,5.84,5.886,6.768
06-12-2002,5.5,5.752,5.844,5.89,6.769
08-12-2002,5.5,5.755,5.847,5.894,6.769
11-12-2002,5.5,5.757,5.851,5.897,6.77
13-12-2002,5.5,5.76,5.854,5.901,6.771
15-12-2002,5.5,5.762,5.858,5.905,6.772
17-12-2002,5.5,5.765,5.861,5.909,6.772
20-12-2002,5.5,5.767,5.865,5.913,6.773
24-12-2002,5.5,5.77,5.868,5.917,6.774
29-12-2002,5.5,5.772,5.872,5.921,6.774
02-01-2003,5.5,5.775,5.875,5.925,6.775
07-01-2003,5.5,5.779,5.881,5.934,6.782
11-01-2003,5.5,5.784,5.887,5.944,6.788
16-01-2003,5.5,5.788,5.892,5.953,6.795
20-01-2003,5.5,5.793,5.898,5.962,6.802
25-01-2003,5.5,5.797,5.904,5.971,6.809
30-01-2003,5.5,5.801,5.91,5.981,6.815
01-02-2003,5.5,5.806,5.916,5.99,6.822
03-02-2003,5.5,5.81,5.921,5.999,6.829
05-02-2003,5.5,5.815,5.927,6.008,6.835
07-02-2003,5.5,5.819,5.933,6.018,6.842
10-02-2003,5.5,5.823,5.939,6.027,6.849
12-02-2003,5.5,5.828,5.944,6.036,6.856
14-02-2003,5.5,5.832,5.95,6.045,6.862
16-02-2003,5.5,5.837,5.956,6.055,6.869
19-02-2003,5.5,5.841,5.962,6.064,6.876
21-02-2003,5.5,5.845,5.968,6.073,6.882
23-02-2003,5.429,5.85,5.973,6.082,6.889
25-02-2003,5.357,5.854,5.979,6.092,6.896
27-02-2003,5.286,5.859,5.985,6.101,6.903
01-03-2003,5.214,5.863,5.991,6.11,6.909
03-03-2003,5.143,5.867,5.997,6.119,6.916
05-03-2003,5.071,5.872,6.002,6.129,6.923
07-03-2003,5,5.876,6.008,6.138,6.929
09-03-2003,5,5.881,6.014,6.147,6.936
14-03-2003,5,5.885,6.02,6.156,6.943
19-03-2003,5,5.889,6.025,6.166,6.95
24-03-2003,5,5.894,6.031,6.175,6.956
29-03-2003,5,5.898,6.037,6.184,6.963
03-04-2003,5,5.903,6.043,6.194,6.97
08-04-2003,5,5.907,6.049,6.203,6.976
13-04-2003,5,5.911,6.054,6.212,6.983
18-04-2003,5,5.916,6.06,6.221,6.99
23-04-2003,5,5.92,6.066,6.231,6.997
25-04-2003,5,5.925,6.072,6.24,7.003
27-04-2003,5,5.929,6.078,6.249,7.01
29-04-2003,5,5.933,6.083,6.258,7.017
01-05-2003,5,5.938,6.089,6.268,7.023
03-05-2003,5,5.942,6.095,6.277,7.03
05-05-2003,5,5.947,6.101,6.286,7.037
07-05-2003,5,5.951,6.106,6.295,7.044
09-05-2003,5,5.955,6.112,6.305,7.05
12-05-2003,5,5.96,6.118,6.314,7.057
14-05-2003,5,5.964,6.124,6.323,7.064
16-05-2003,5,5.969,6.13,6.332,7.07
19-05-2003,5,5.973,6.135,6.342,7.077
21-05-2003,5,5.977,6.141,6.351,7.084
23-05-2003,5,5.982,6.147,6.36,7.091
26-05-2003,5,5.986,6.153,6.369,7.097
28-05-2003,5,5.991,6.159,6.379,7.104
30-05-2003,5,5.995,6.164,6.388,7.111
02-06-2003,5,5.999,6.17,6.397,7.117
07-06-2003,5,6.004,6.176,6.406,7.124
13-06-2003,5,6.008,6.182,6.416,7.131
19-06-2003,5,6.012,6.188,6.425,7.138
24-06-2003,5,6.017,6.193,6.434,7.144
30-06-2003,5,6.021,6.199,6.444,7.151
06-07-2003,5,6.026,6.205,6.453,7.158
11-07-2003,5,6.03,6.211,6.462,7.164
17-07-2003,5,6.034,6.216,6.471,7.171
23-07-2003,5,6.039,6.222,6.481,7.178
25-07-2003,5,6.043,6.228,6.49,7.184
27-07-2003,4.929,6.048,6.234,6.499,7.191
29-07-2003,4.857,6.052,6.24,6.508,7.198
31-07-2003,4.786,6.056,6.245,6.518,7.205
03-08-2003,4.714,6.061,6.251,6.527,7.211
05-08-2003,4.643,6.065,6.257,6.536,7.218
07-08-2003,4.571,6.07,6.263,6.545,7.225
09-08-2003,4.5,6.074,6.269,6.555,7.231
12-08-2003,4.5,6.078,6.274,6.564,7.238
15-08-2003,4.5,6.083,6.28,6.573,7.245
18-08-2003,4.5,6.087,6.286,6.582,7.252
22-08-2003,4.5,6.092,6.292,6.592,7.258
25-08-2003,4.5,6.096,6.297,6.601,7.265
29-08-2003,4.5,6.1,6.303,6.61,7.272
01-09-2003,4.5,6.105,6.309,6.619,7.278
05-09-2003,4.5,6.109,6.315,6.629,7.285
08-09-2003,4.5,6.114,6.321,6.638,7.292
12-09-2003,4.5,6.118,6.326,6.647,7.299
17-09-2003,4.5,6.122,6.332,6.656,7.305
22-09-2003,4.5,6.127,6.338,6.666,7.312
28-09-2003,4.5,6.131,6.344,6.675,7.319
03-10-2003,4.5,6.136,6.35,6.684,7.325
09-10-2003,4.5,6.14,6.355,6.694,7.332
14-10-2003,4.5,6.144,6.361,6.703,7.339
20-10-2003,4.5,6.149,6.367,6.712,7.346
25-10-2003,4.5,6.153,6.373,6.721,7.352
31-10-2003,4.5,6.158,6.378,6.731,7.359
03-11-2003,4.5,6.162,6.384,6.74,7.366
06-11-2003,4.5,6.166,6.39,6.749,7.372
10-11-2003,4.5,6.171,6.396,6.758,7.379
13-11-2003,4.5,6.175,6.402,6.768,7.386
16-11-2003,4.5,6.18,6.407,6.777,7.393
20-11-2003,4.5,6.184,6.413,6.786,7.399
23-11-2003,4.5,6.188,6.419,6.795,7.406
26-11-2003,4.5,6.193,6.425,6.805,7.413
30-11-2003,4.5,6.197,6.431,6.814,7.419
02-12-2003,4.5,6.202,6.436,6.823,7.426
04-12-2003,4.5,6.206,6.442,6.832,7.433
06-12-2003,4.5,6.21,6.448,6.842,7.44
08-12-2003,4.5,6.215,6.454,6.851,7.446
11-12-2003,4.5,6.219,6.459,6.86,7.453
13-12-2003,4.5,6.224,6.465,6.869,7.46
15-12-2003,4.5,6.228,6.471,6.879,7.466
17-12-2003,4.5,6.232,6.477,6.888,7.473
20-12-2003,4.5,6.237,6.483,6.897,7.48
24-12-2003,4.5,6.241,6.488,6.906,7.487
29-12-2003,4.5,6.246,6.494,6.916,7.493
02-01-2004,4.5,6.25,6.5,6.925,7.5
07-01-2004,4.5,6.25,6.5,6.926,7.5
11-01-2004,4.5,6.25,6.5,6.926,7.5
16-01-2004,4.5,6.25,6.5,6.927,7.5
20-01-2004,4.5,6.25,6.5,6.928,7.5
25-01-2004,4.5,6.25,6.5,6.928,7.5
30-01-2004,4.5,6.25,6.5,6.929,7.5
01-02-2004,4.5,6.25,6.5,6.93,7.5
03-02-2004,4.5,6.25,6.5,6.931,7.5
05-02-2004,4.5,6.25,6.5,6.931,7.5
07-02-2004,4.5,6.25,6.5,6.932,7.5
10-02-2004,4.5,6.25,6.5,6.933,7.5
12-02-2004,4.5,6.25,6.5,6.933,7.5
14-02-2004,4.5,6.25,6.5,6.934,7.5
16-02-2004,4.5,6.25,6.5,6.935,7.5
19-02-2004,4.5,6.25,6.5,6.935,7.5
21-02-2004,4.5,6.25,6.5,6.936,7.5
23-02-2004,4.5,6.25,6.5,6.937,7.5
25-02-2004,4.5,6.25,6.5,6.938,7.5
27-02-2004,4.5,6.25,6.5,6.938,7.5
29-02-2004,4.5,6.25,6.5,6.939,7.5
02-03-2004,4.5,6.25,6.5,6.94,7.5
04-03-2004,4.5,6.25,6.5,6.94,7.5
06-03-2004,4.5,6.25,6.5,6.941,7.5
09-03-2004,4.5,6.25,6.5,6.942,7.5
14-03-2004,4.5,6.25,6.5,6.942,7.5
19-03-2004,4.5,6.25,6.5,6.943,7.5
24-03-2004,4.5,6.25,6.5,6.944,7.5
29-03-2004,4.5,6.25,6.5,6.944,7.5
03-04-2004,4.5,6.25,6.5,6.945,7.5
08-04-2004,4.5,6.25,6.5,6.946,7.5
13-04-2004,4.5,6.25,6.5,6.947,7.5
18-04-2004,4.5,6.25,6.5,6.947,7.5
23-04-2004,4.5,6.25,6.5,6.948,7.5
25-04-2004,4.5,6.25,6.5,6.949,7.5
27-04-2004,4.5,6.25,6.5,6.949,7.5
29-04-2004,4.5,6.25,6.5,6.95,7.5
01-05-2004,4.5,6.25,6.5,6.951,7.5
03-05-2004,4.5,6.25,6.5,6.951,7.5
05-05-2004,4.5,6.25,6.5,6.952,7.5
07-05-2004,4.5,6.25,6.5,6.953,7.5
09-05-2004,4.5,6.25,6.5,6.953,7.5
12-05-2004,4.5,6.25,6.5,6.954,7.5
14-05-2004,4.5,6.25,6.5,6.955,7.5
16-05-2004,4.5,6.25,6.5,6.956,7.5
19-05-2004,4.5,6.25,6.5,6.956,7.5
21-05-2004,4.5,6.25,6.5,6.957,7.5
23-05-2004,4.5,6.25,6.5,6.958,7.5
26-05-2004,4.5,6.25,6.5,6.958,7.5
28-05-2004,4.5,6.25,6.5,6.959,7.5
30-05-2004,4.5,6.25,6.5,6.96,7.5
02-06-2004,4.5,6.25,6.5,6.96,7.5
07-06-2004,4.5,6.25,6.5,6.961,7.5
13-06-2004,4.5,6.25,6.5,6.962,7.5
19-06-2004,4.5,6.25,6.5,6.962,7.5
24-06-2004,4.5,6.25,6.5,6.963,7.5
30-06-2004,4.5,6.25,6.5,6.964,7.5
06-07-2004,4.5,6.25,6.5,6.965,7.5
11-07-2004,4.5,6.25,6.5,6.965,7.5
17-07-2004,4.5,6.25,6.5,6.966,7.5
23-07-2004,4.5,6.25,6.5,6.967,7.5
25-07-2004,4.5,6.25,6.5,6.967,7.5
27-07-2004,4.5,6.25,6.5,6.968,7.5
29-07-2004,4.5,6.25,6.5,6.969,7.5
31-07-2004,4.5,6.25,6.5,6.969,7.5
03-08-2004,4.5,6.25,6.5,6.97,7.5
05-08-2004,4.5,6.25,6.5,6.971,7.5
07-08-2004,4.5,6.25,6.5,6.972,7.5
09-08-2004,4.5,6.25,6.5,6.972,7.5
12-08-2004,4.5,6.25,6.5,6.973,7.5
15-08-2004,4.5,6.25,6.5,6.974,7.5
18-08-2004,4.5,6.25,6.5,6.974,7.5
22-08-2004,4.5,6.25,6.5,6.975,7.5
25-08-2004,4.5,6.25,6.5,6.976,7.5
29-08-2004,4.5,6.25,6.5,6.976,7.5
01-09-2004,4.5,6.25,6.5,6.977,7.5
05-09-2004,4.5,6.25,6.5,6.978,7.5
08-09-2004,4.5,6.25,6.5,6.978,7.5
12-09-2004,4.5,6.25,6.5,6.979,7.5
17-09-2004,4.75,6.25,6.5,6.98,7.5
22-09-2004,4.714,6.25,6.5,6.981,7.5
28-09-2004,4.679,6.25,6.5,6.981,7.5
03-10-2004,4.643,6.25,6.5,6.982,7.5
09-10-2004,4.607,6.25,6.5,6.983,7.5
14-10-2004,4.571,6.25,6.5,6.983,7.5
20-10-2004,4.536,6.25,6.5,6.984,7.5
25-10-2004,4.5,6.25,6.5,6.985,7.5
31-10-2004,4.75,6.25,6.5,6.985,7.5
03-11-2004,6,6.25,6.5,6.986,7.5
06-11-2004,5.821,6.25,6.5,6.987,7.5
10-11-2004,5.643,6.25,6.5,6.988,7.5
13-11-2004,5.464,6.25,6.5,6.988,7.5
16-11-2004,5.286,6.25,6.5,6.989,7.5
20-11-2004,5.107,6.25,6.5,6.99,7.5
23-11-2004,4.929,6.25,6.5,6.99,7.5
26-11-2004,4.75,6.25,6.5,6.991,7.5
30-11-2004,6,6.25,6.5,6.992,7.5
02-12-2004,6,6.25,6.5,6.992,7.5
